id,service_id,branch_id,time_taken,request_time,rating
14177,2,35,14,Day-Peak,3
14178,1,77,2,Night,4
14179,3,58,6,Night,5
14180,3,90,9,Day-Peak,4
14181,1,97,3,Day-Off-Peak,3
14182,2,64,14,Day-Off-Peak,3
14183,3,56,6,Night,4
14184,2,84,14,Day-Peak,4
14185,1,69,1,Night,5
14186,2,33,13,Day-Peak,5
14187,1,21,3,Night,3
14188,1,46,2,Night,4
14189,1,5,1,Day-Peak,4
14190,2,39,12,Day-Off-Peak,4
14191,3,52,6,Day-Off-Peak,4
14192,1,19,2,Night,5
14193,3,76,7,Day-Off-Peak,4
14194,3,56,7,Day-Off-Peak,4
14195,2,49,12,Day-Off-Peak,5
14196,2,46,13,Night,4
14197,2,15,13,Night,4
14198,3,55,8,Day-Peak,3
14199,3,48,8,Day-Peak,3
14200,4,80,9,Day-Peak,4
14201,2,42,17,Day-Peak,4
14202,2,63,14,Day-Peak,3
14203,2,39,13,Day-Off-Peak,4
14204,3,71,7,Night,5
14205,2,18,17,Night,4
14206,3,64,6,Night,4
14207,1,45,3,Day-Peak,3
14208,2,54,26,Day-Off-Peak,4
14209,4,95,9,Day-Peak,4
14210,3,85,6,Day-Off-Peak,4
14211,3,56,7,Day-Peak,4
14212,1,85,4,Night,3
14213,2,77,14,Day-Off-Peak,3
14214,3,61,9,Day-Off-Peak,4
14215,3,50,7,Day-Peak,4
14216,1,3,2,Day-Off-Peak,5
14217,3,64,7,Day-Off-Peak,4
14218,2,13,12,Night,5
14219,1,3,2,Day-Peak,5
14220,1,60,2,Night,4
14221,2,53,15,Day-Off-Peak,3
14222,3,43,7,Night,4
14223,3,65,7,Day-Peak,5
14224,3,58,6,Day-Off-Peak,5
14225,3,55,9,Day-Peak,3
14226,1,57,3,Night,3
14227,2,42,13,Day-Off-Peak,5
14228,2,8,12,Day-Peak,4
14229,2,33,13,Day-Peak,5
14230,1,8,2,Day-Peak,4
14231,3,33,7,Day-Off-Peak,5
14232,3,59,6,Day-Peak,5
14233,3,48,6,Day-Peak,4
14234,3,58,7,Night,5
14235,3,87,6,Night,4
14236,3,30,8,Night,4
14237,1,70,2,Night,5
14238,2,82,13,Day-Off-Peak,5
14239,2,28,13,Day-Peak,5
14240,1,40,3,Day-Peak,4
14241,3,78,6,Night,4
14242,2,14,12,Day-Off-Peak,4
14243,1,61,2,Day-Off-Peak,5
14244,3,55,7,Day-Off-Peak,4
14245,3,62,8,Day-Off-Peak,4
14246,3,87,7,Night,4
14247,2,55,12,Day-Peak,4
14248,1,8,2,Day-Off-Peak,4
14249,2,45,14,Night,3
14250,1,34,1,Day-Peak,5
14251,1,5,1,Day-Off-Peak,4
14252,2,65,12,Day-Off-Peak,5
14253,1,23,2,Night,5
14254,1,22,2,Day-Peak,5
14255,3,40,6,Day-Peak,5
14256,2,50,15,Night,3
14257,3,82,8,Night,4
14258,1,70,3,Day-Off-Peak,4
14259,1,1,3,Day-Off-Peak,3
14260,2,41,13,Night,4
14261,3,87,7,Night,4
14262,1,12,2,Night,4
14263,2,23,14,Night,4
14264,1,54,2,Day-Off-Peak,5
14265,3,94,6,Night,5
14266,1,41,2,Day-Off-Peak,4
14267,1,20,2,Night,4
14268,1,47,4,Night,3
14269,2,12,14,Day-Peak,3
14270,3,97,7,Day-Off-Peak,4
14271,2,37,13,Day-Off-Peak,5
14272,1,24,1,Day-Peak,4
14273,1,87,1,Day-Peak,4
14274,2,33,19,Day-Off-Peak,4
14275,2,30,14,Day-Peak,4
14276,2,41,12,Day-Off-Peak,4
14277,3,84,8,Day-Peak,4
14278,4,87,11,Day-Off-Peak,3
14279,3,70,8,Day-Peak,4
14280,4,89,10,Night,4
14281,1,49,2,Day-Peak,5
14282,3,73,6,Day-Peak,5
14283,2,30,13,Day-Peak,5
14284,1,18,1,Night,5
14285,1,3,2,Day-Peak,5
14286,3,80,10,Day-Off-Peak,3
14287,3,56,7,Day-Peak,4
14288,1,10,2,Day-Off-Peak,5
14289,3,76,7,Day-Peak,4
14290,3,72,6,Day-Peak,5
14291,2,30,13,Day-Off-Peak,5
14292,1,18,2,Day-Off-Peak,5
14293,1,2,2,Night,5
14294,1,44,2,Night,5
14295,3,87,9,Day-Off-Peak,3
14296,4,89,8,Day-Peak,5
14297,1,17,3,Day-Off-Peak,3
14298,4,52,10,Night,3
14299,1,30,2,Day-Off-Peak,5
14300,2,84,13,Night,5
14301,3,61,7,Day-Off-Peak,5
14302,4,94,9,Day-Peak,5
14303,3,38,6,Day-Off-Peak,4
14304,1,43,2,Day-Peak,4
14305,3,63,10,Day-Peak,3
14306,2,20,13,Day-Peak,4
14307,1,10,2,Day-Off-Peak,5
14308,2,23,12,Day-Peak,5
14309,3,45,7,Day-Off-Peak,4
14310,2,34,15,Day-Peak,4
14311,3,97,9,Night,3
14312,1,37,3,Day-Off-Peak,4
14313,1,33,4,Night,4
14314,1,17,4,Day-Off-Peak,3
14315,1,6,2,Day-Off-Peak,5
14316,3,52,8,Day-Off-Peak,3
14317,3,80,8,Day-Peak,3
14318,4,98,10,Day-Off-Peak,4
14319,1,3,2,Night,5
14320,2,93,12,Day-Off-Peak,4
14321,2,49,13,Day-Off-Peak,5
14322,2,16,13,Day-Peak,4
14323,3,91,7,Day-Off-Peak,5
14324,1,16,2,Day-Peak,4
14325,2,14,13,Day-Peak,4
14326,3,75,6,Day-Peak,4
14327,1,22,2,Day-Peak,5
14328,1,5,2,Day-Off-Peak,4
14329,1,36,4,Day-Peak,4
14330,3,96,7,Day-Off-Peak,4
14331,3,73,7,Day-Off-Peak,5
14332,1,56,3,Night,3
14333,1,36,5,Night,4
14334,1,41,2,Day-Off-Peak,4
14335,1,7,2,Day-Peak,4
14336,1,13,2,Night,5
14337,1,80,2,Day-Peak,4
14338,2,89,13,Day-Peak,5
14339,1,53,1,Day-Off-Peak,4
14340,1,82,2,Day-Peak,5
14341,2,96,13,Day-Off-Peak,4
14342,1,54,2,Day-Off-Peak,5
14343,1,16,2,Day-Peak,4
14344,4,99,9,Day-Off-Peak,4
14345,2,52,14,Night,3
14346,3,81,7,Night,4
14347,4,75,9,Day-Off-Peak,4
14348,2,67,14,Day-Peak,3
14349,3,89,9,Day-Off-Peak,4
14350,3,80,6,Night,4
14351,3,61,6,Day-Peak,5
14352,1,26,2,Day-Peak,5
14353,1,14,5,Day-Peak,3
14354,1,72,2,Day-Peak,5
14355,2,20,12,Day-Off-Peak,4
14356,1,14,2,Day-Off-Peak,4
14357,4,96,9,Day-Peak,4
14358,3,87,7,Night,4
14359,2,25,13,Day-Peak,5
14360,1,69,2,Day-Off-Peak,5
14361,4,91,8,Night,5
14362,1,22,2,Night,5
14363,3,82,7,Day-Off-Peak,5
14364,2,7,14,Day-Off-Peak,3
14365,2,39,14,Day-Off-Peak,3
14366,2,15,13,Day-Peak,4
14367,1,26,2,Day-Peak,5
14368,3,91,7,Day-Off-Peak,5
14369,2,19,13,Night,5
14370,2,65,14,Day-Off-Peak,4
14371,1,7,1,Night,4
14372,3,39,12,Night,3
14373,3,80,9,Day-Off-Peak,3
14374,2,67,14,Night,3
14375,4,82,9,Day-Peak,5
14376,1,65,2,Day-Off-Peak,5
14377,3,60,7,Night,4
14378,3,25,7,Day-Peak,5
14379,1,26,4,Day-Peak,4
14380,1,4,2,Day-Off-Peak,4
14381,3,54,7,Day-Peak,5
14382,1,38,3,Day-Off-Peak,3
14383,1,28,2,Night,5
14384,3,5,7,Night,4
14385,1,63,2,Day-Peak,4
14386,2,85,13,Day-Off-Peak,4
14387,1,14,2,Day-Peak,4
14388,1,20,3,Night,3
14389,1,21,3,Day-Off-Peak,3
14390,2,34,13,Day-Peak,5
14391,3,98,7,Day-Off-Peak,5
14392,2,42,13,Day-Off-Peak,5
14393,3,81,6,Night,4
14394,3,62,7,Night,5
14395,2,39,15,Day-Peak,3
14396,1,77,1,Day-Off-Peak,4
14397,4,97,8,Day-Peak,4
14398,2,77,13,Day-Peak,4
14399,3,45,7,Day-Off-Peak,4
14400,2,82,13,Night,5
14401,2,31,13,Night,4
14402,3,95,7,Day-Off-Peak,4
14403,1,52,3,Day-Peak,3
14404,3,91,8,Night,4
14405,1,44,1,Day-Off-Peak,5
14406,1,41,2,Night,4
14407,4,76,10,Night,3
14408,4,86,9,Day-Off-Peak,4
14409,2,40,12,Night,5
14410,4,96,8,Day-Peak,4
14411,1,29,2,Day-Peak,5
14412,1,47,3,Day-Peak,3
14413,2,56,14,Night,3
14414,3,93,7,Day-Peak,4
14415,2,49,16,Day-Off-Peak,4
14416,1,9,2,Day-Off-Peak,4
14417,3,63,7,Day-Peak,4
14418,3,68,6,Night,5
14419,1,22,1,Day-Off-Peak,5
14420,1,78,1,Day-Off-Peak,4
14421,1,16,2,Night,4
14422,4,93,8,Day-Peak,4
14423,1,54,2,Night,5
14424,3,44,6,Night,5
14425,1,9,5,Day-Off-Peak,3
14426,1,54,2,Night,5
14427,1,37,2,Day-Peak,5
14428,4,99,9,Day-Off-Peak,4
14429,2,33,13,Day-Peak,5
14430,1,13,3,Day-Off-Peak,4
14431,3,85,6,Day-Off-Peak,4
14432,3,51,7,Day-Off-Peak,5
14433,2,77,13,Night,4
14434,1,3,2,Day-Off-Peak,5
14435,2,92,13,Day-Off-Peak,4
14436,1,4,2,Day-Off-Peak,4
14437,1,4,2,Day-Peak,4
14438,3,74,6,Night,5
14439,2,6,13,Day-Off-Peak,5
14440,2,51,14,Day-Peak,4
14441,1,25,1,Day-Peak,5
14442,1,7,2,Night,4
14443,2,67,15,Day-Peak,3
14444,1,26,2,Day-Peak,5
14445,2,66,13,Night,5
14446,1,47,1,Night,4
14447,3,75,8,Night,3
14448,1,11,2,Night,4
14449,2,82,13,Night,5
14450,2,10,12,Day-Peak,5
14451,4,99,13,Night,3
14452,2,80,13,Day-Off-Peak,4
14453,1,2,3,Night,4
14454,3,48,7,Day-Peak,4
14455,2,23,12,Day-Peak,5
14456,1,40,2,Day-Peak,5
14457,1,63,2,Day-Off-Peak,4
14458,2,52,14,Night,3
14459,1,7,4,Day-Off-Peak,3
14460,3,21,8,Night,3
14461,1,53,2,Day-Off-Peak,4
14462,3,92,7,Night,4
14463,4,96,12,Day-Peak,3
14464,1,7,3,Day-Off-Peak,3
14465,2,35,12,Night,4
14466,1,78,2,Night,4
14467,1,2,2,Night,5
14468,1,6,3,Day-Peak,4
14469,3,58,6,Day-Peak,5
14470,2,85,13,Day-Peak,4
14471,4,77,9,Day-Off-Peak,4
14472,2,33,15,Day-Peak,4
14473,1,16,2,Day-Off-Peak,4
14474,1,34,2,Day-Off-Peak,5
14475,2,43,13,Day-Off-Peak,4
14476,4,91,9,Day-Peak,5
14477,2,61,13,Day-Off-Peak,5
14478,2,35,13,Day-Off-Peak,4
14479,2,27,13,Day-Off-Peak,4
14480,2,51,13,Night,5
14481,1,28,3,Day-Peak,4
14482,1,1,2,Day-Peak,4
14483,3,23,8,Day-Off-Peak,4
14484,4,97,9,Day-Off-Peak,4
14485,3,88,8,Day-Off-Peak,3
14486,3,96,6,Day-Peak,4
14487,2,66,13,Day-Peak,5
14488,1,81,2,Night,4
14489,1,1,7,Day-Peak,3
14490,1,12,2,Night,4
14491,3,20,8,Day-Peak,3
14492,2,66,13,Day-Off-Peak,5
14493,4,43,9,Day-Peak,4
14494,3,91,7,Day-Off-Peak,5
14495,2,73,14,Day-Peak,4
14496,2,88,12,Night,4
14497,4,99,9,Night,4
14498,2,49,14,Night,4
14499,2,16,13,Day-Peak,4
14500,1,24,4,Day-Off-Peak,3
14501,3,77,6,Day-Peak,4
14502,1,61,1,Night,5
14503,3,60,8,Night,3
14504,2,53,14,Day-Peak,3
14505,4,99,9,Day-Peak,4
14506,3,89,8,Day-Peak,4
14507,1,87,2,Night,4
14508,4,95,9,Day-Off-Peak,4
14509,1,38,2,Day-Peak,4
14510,1,74,3,Day-Peak,4
14511,1,67,2,Day-Off-Peak,4
14512,1,21,3,Night,3
14513,3,30,6,Day-Off-Peak,5
14514,2,62,14,Day-Off-Peak,4
14515,1,17,2,Day-Off-Peak,4
14516,1,5,2,Day-Peak,4
14517,1,2,3,Day-Off-Peak,4
14518,1,16,2,Day-Off-Peak,4
14519,2,32,13,Day-Off-Peak,5
14520,2,64,13,Day-Off-Peak,4
14521,1,76,2,Night,4
14522,1,25,7,Day-Off-Peak,4
14523,1,1,1,Day-Off-Peak,4
14524,3,31,7,Day-Peak,4
14525,2,38,13,Night,4
14526,3,52,7,Day-Off-Peak,4
14527,2,24,19,Day-Peak,3
14528,4,91,9,Day-Peak,5
14529,2,96,13,Day-Peak,4
14530,3,57,7,Day-Peak,4
14531,2,51,14,Night,4
14532,1,67,2,Night,4
14533,2,58,13,Day-Off-Peak,5
14534,2,35,13,Night,4
14535,1,70,1,Day-Peak,5
14536,3,83,7,Night,4
14537,3,48,7,Night,4
14538,4,89,8,Day-Peak,5
14539,2,50,13,Day-Off-Peak,4
14540,3,76,7,Night,4
14541,1,76,2,Day-Off-Peak,4
14542,3,49,7,Night,5
14543,1,20,2,Night,4
14544,1,20,1,Day-Peak,4
14545,2,45,13,Night,4
14546,1,8,5,Day-Off-Peak,3
14547,1,5,2,Day-Peak,4
14548,3,66,8,Day-Peak,4
14549,2,29,14,Day-Off-Peak,4
14550,2,31,13,Day-Peak,4
14551,2,13,14,Day-Peak,4
14552,1,12,2,Night,4
14553,2,69,12,Day-Off-Peak,5
14554,1,18,3,Night,4
14555,3,62,8,Night,4
14556,1,6,1,Day-Peak,5
14557,3,43,7,Day-Off-Peak,4
14558,2,42,13,Day-Off-Peak,5
14559,3,49,7,Day-Off-Peak,5
14560,1,12,2,Day-Peak,4
14561,3,18,7,Day-Peak,5
14562,1,20,1,Day-Peak,4
14563,2,55,12,Night,4
14564,3,92,6,Day-Peak,4
14565,3,72,7,Day-Peak,5
14566,2,75,14,Night,3
14567,4,45,9,Night,4
14568,3,77,8,Night,3
14569,4,69,9,Night,5
14570,4,97,8,Day-Off-Peak,4
14571,2,62,13,Day-Off-Peak,5
14572,1,18,3,Day-Peak,4
14573,4,84,9,Day-Off-Peak,5
14574,2,34,13,Day-Off-Peak,5
14575,2,46,13,Day-Off-Peak,4
14576,1,11,2,Night,4
14577,2,48,12,Night,4
14578,1,18,2,Night,5
14579,4,90,8,Day-Off-Peak,5
14580,1,47,2,Day-Peak,4
14581,3,83,9,Night,3
14582,2,56,13,Day-Off-Peak,4
14583,1,15,2,Day-Peak,4
14584,1,38,1,Night,4
14585,1,49,1,Day-Off-Peak,5
14586,4,65,11,Night,4
14587,3,19,7,Day-Peak,5
14588,2,32,13,Day-Off-Peak,5
14589,3,89,7,Day-Off-Peak,5
14590,1,11,3,Night,3
14591,2,74,14,Night,4
14592,2,81,13,Day-Peak,4
14593,3,96,7,Day-Peak,4
14594,3,50,7,Day-Off-Peak,4
14595,4,99,8,Day-Peak,4
14596,1,3,2,Day-Off-Peak,5
14597,1,11,1,Day-Peak,4
14598,1,37,2,Day-Off-Peak,5
14599,2,25,12,Day-Off-Peak,5
14600,1,54,2,Day-Peak,5
14601,2,11,13,Day-Off-Peak,4
14602,2,16,13,Night,4
14603,3,10,9,Night,4
14604,2,50,12,Night,4
14605,4,79,9,Night,5
14606,1,10,2,Day-Peak,5
14607,3,74,6,Night,5
14608,3,64,6,Night,4
14609,3,78,8,Night,3
14610,2,57,13,Day-Off-Peak,4
14611,2,70,12,Night,5
14612,1,43,2,Night,4
14613,3,91,7,Day-Off-Peak,5
14614,3,91,8,Day-Off-Peak,4
14615,1,59,2,Night,5
14616,4,85,9,Day-Peak,4
14617,3,25,7,Day-Peak,5
14618,2,44,14,Day-Off-Peak,4
14619,2,17,14,Night,3
14620,3,66,7,Night,5
14621,3,43,7,Day-Peak,4
14622,1,51,2,Day-Peak,5
14623,3,54,7,Day-Peak,5
14624,2,45,16,Day-Off-Peak,3
14625,1,57,2,Day-Off-Peak,4
14626,2,1,13,Day-Off-Peak,4
14627,2,50,15,Day-Off-Peak,3
14628,4,17,9,Night,4
14629,1,76,2,Day-Off-Peak,4
14630,1,47,2,Day-Off-Peak,4
14631,1,27,2,Day-Off-Peak,4
14632,1,23,3,Night,4
14633,2,85,13,Day-Off-Peak,4
14634,4,96,9,Night,4
14635,3,68,8,Night,4
14636,3,38,7,Day-Off-Peak,4
14637,2,41,13,Day-Off-Peak,4
14638,2,76,13,Day-Off-Peak,4
14639,1,48,2,Day-Peak,4
14640,2,21,13,Day-Off-Peak,4
14641,2,55,13,Night,4
14642,4,88,9,Day-Off-Peak,4
14643,4,96,9,Night,4
14644,3,30,8,Day-Peak,4
14645,2,43,13,Day-Peak,4
14646,2,84,13,Day-Peak,5
14647,4,63,10,Day-Peak,3
14648,4,61,8,Day-Peak,5
14649,2,3,13,Night,5
14650,1,20,2,Night,4
14651,2,93,12,Day-Peak,4
14652,3,52,8,Night,3
14653,1,39,2,Day-Off-Peak,4
14654,3,89,8,Day-Peak,4
14655,2,45,13,Day-Off-Peak,4
14656,2,63,12,Day-Off-Peak,4
14657,3,91,7,Day-Off-Peak,5
14658,1,49,2,Day-Off-Peak,5
14659,4,87,8,Day-Off-Peak,4
14660,2,65,13,Night,5
14661,2,44,13,Day-Peak,5
14662,3,62,7,Day-Peak,5
14663,3,86,7,Night,4
14664,2,46,13,Day-Peak,4
14665,1,40,2,Day-Off-Peak,5
14666,2,61,13,Day-Off-Peak,5
14667,1,8,2,Day-Peak,4
14668,1,54,2,Day-Off-Peak,5
14669,2,44,12,Night,5
14670,4,96,10,Day-Off-Peak,3
14671,4,76,9,Night,4
14672,2,5,16,Day-Off-Peak,3
14673,1,19,1,Day-Peak,5
14674,1,47,3,Night,3
14675,3,88,6,Day-Peak,4
14676,1,52,4,Day-Peak,3
14677,3,71,6,Day-Peak,5
14678,2,53,13,Night,4
14679,3,58,7,Night,5
14680,2,51,13,Day-Off-Peak,5
14681,1,12,3,Day-Peak,3
14682,1,8,3,Day-Off-Peak,3
14683,4,91,9,Day-Peak,5
14684,2,59,15,Day-Peak,4
14685,4,98,10,Day-Peak,4
14686,3,46,7,Day-Peak,4
14687,2,52,14,Day-Off-Peak,3
14688,3,90,7,Night,5
14689,4,98,9,Day-Peak,5
14690,1,3,3,Day-Peak,4
14691,1,15,3,Night,3
14692,4,55,10,Day-Off-Peak,3
14693,1,22,2,Day-Off-Peak,5
14694,2,24,14,Day-Off-Peak,3
14695,1,14,8,Night,3
14696,1,20,1,Day-Peak,4
14697,2,72,13,Day-Peak,5
14698,1,35,3,Night,3
14699,4,95,11,Day-Off-Peak,3
14700,1,64,1,Day-Off-Peak,4
14701,1,9,2,Day-Off-Peak,4
14702,3,18,11,Night,4
14703,2,59,14,Night,4
14704,2,35,13,Day-Peak,4
14705,3,88,7,Day-Off-Peak,4
14706,3,68,6,Night,5
14707,1,6,2,Night,5
14708,1,29,2,Day-Peak,5
14709,2,8,12,Day-Off-Peak,4
14710,1,29,2,Night,5
14711,1,74,3,Night,4
14712,4,54,17,Night,4
14713,1,29,3,Day-Off-Peak,4
14714,1,8,3,Night,3
14715,3,95,7,Day-Off-Peak,4
14716,2,59,13,Night,5
14717,4,89,9,Day-Peak,5
14718,1,29,3,Day-Off-Peak,4
14719,2,29,12,Night,5
14720,3,94,7,Day-Off-Peak,5
14721,1,76,3,Day-Off-Peak,3
14722,2,46,13,Night,4
14723,1,59,2,Day-Peak,5
14724,1,70,3,Day-Off-Peak,4
14725,2,66,13,Night,5
14726,1,33,1,Night,5
14727,1,22,3,Night,4
14728,1,6,2,Night,5
14729,2,12,17,Night,3
14730,2,26,13,Day-Off-Peak,5
14731,2,4,13,Day-Peak,4
14732,3,60,8,Day-Peak,3
14733,1,37,2,Night,5
14734,2,29,15,Night,4
14735,1,13,1,Night,5
14736,1,63,1,Day-Off-Peak,4
14737,3,19,7,Night,5
14738,2,56,12,Night,4
14739,2,18,13,Day-Peak,5
14740,3,51,7,Day-Off-Peak,5
14741,2,31,13,Day-Off-Peak,4
14742,2,30,13,Night,5
14743,3,90,6,Day-Peak,5
14744,1,11,1,Day-Off-Peak,4
14745,1,50,2,Day-Peak,4
14746,4,87,10,Day-Peak,3
14747,1,1,3,Day-Off-Peak,3
14748,2,55,12,Day-Peak,4
14749,3,69,8,Day-Peak,4
14750,4,96,9,Day-Peak,4
14751,1,16,2,Night,4
14752,2,30,13,Day-Off-Peak,5
14753,3,96,10,Day-Peak,3
14754,1,20,1,Night,4
14755,2,91,14,Day-Peak,4
14756,4,92,9,Night,4
14757,1,5,1,Day-Peak,4
14758,1,15,3,Night,3
14759,4,99,9,Day-Peak,4
14760,2,24,16,Day-Off-Peak,3
14761,3,90,7,Night,5
14762,3,31,7,Day-Off-Peak,4
14763,2,13,15,Night,4
14764,1,49,2,Day-Peak,5
14765,1,13,3,Day-Peak,4
14766,2,72,12,Day-Peak,5
14767,1,3,2,Day-Off-Peak,5
14768,3,24,8,Day-Off-Peak,3
14769,1,17,4,Day-Peak,3
14770,2,22,13,Night,5
14771,4,13,9,Day-Off-Peak,5
14772,1,8,2,Night,4
14773,3,50,8,Night,3
14774,3,79,8,Day-Peak,4
14775,2,20,12,Day-Peak,4
14776,3,55,6,Night,4
14777,1,9,12,Day-Peak,3
14778,1,12,4,Night,3
14779,4,100,11,Day-Peak,3
14780,3,53,7,Day-Peak,4
14781,2,54,12,Day-Peak,5
14782,2,14,12,Night,4
14783,1,16,2,Night,4
14784,1,5,2,Day-Peak,4
14785,4,55,12,Night,3
14786,2,65,16,Day-Peak,4
14787,2,32,13,Day-Peak,5
14788,1,6,2,Day-Peak,5
14789,1,97,1,Night,4
14790,1,20,5,Day-Peak,3
14791,1,54,2,Day-Peak,5
14792,1,44,1,Night,5
14793,2,28,13,Day-Off-Peak,5
14794,1,27,3,Day-Off-Peak,3
14795,2,74,12,Night,5
14796,3,85,9,Day-Off-Peak,3
14797,2,34,13,Day-Peak,5
14798,1,23,4,Night,4
14799,2,82,13,Day-Off-Peak,5
14800,2,23,14,Day-Off-Peak,4
14801,2,21,14,Day-Off-Peak,3
14802,1,64,5,Day-Off-Peak,3
14803,1,32,1,Day-Peak,5
14804,3,95,7,Day-Peak,4
14805,1,15,2,Day-Peak,4
14806,1,52,2,Day-Off-Peak,4
14807,4,80,9,Night,4
14808,2,32,12,Night,5
14809,1,81,1,Day-Peak,4
14810,3,76,7,Day-Off-Peak,4
14811,4,99,9,Night,4
14812,4,81,8,Night,4
14813,3,51,7,Night,5
14814,3,82,7,Night,5
14815,1,10,4,Day-Peak,4
14816,1,25,2,Night,5
14817,1,2,2,Night,5
14818,3,75,7,Day-Peak,4
14819,3,83,7,Day-Peak,4
14820,1,59,2,Day-Off-Peak,5
14821,1,25,4,Day-Off-Peak,4
14822,4,85,9,Night,4
14823,2,82,15,Day-Off-Peak,4
14824,1,17,3,Night,3
14825,2,44,14,Night,4
14826,4,97,9,Day-Peak,4
14827,1,49,3,Day-Peak,4
14828,2,56,13,Night,4
14829,3,90,7,Day-Peak,5
14830,1,4,2,Day-Off-Peak,4
14831,1,5,2,Day-Off-Peak,4
14832,1,47,4,Night,3
14833,3,17,7,Day-Off-Peak,4
14834,2,47,16,Night,3
14835,2,78,13,Day-Peak,4
14836,1,56,1,Day-Peak,4
14837,1,22,2,Night,5
14838,2,9,14,Day-Off-Peak,3
14839,3,76,7,Night,4
14840,3,75,8,Night,3
14841,1,22,2,Day-Off-Peak,5
14842,1,6,2,Day-Off-Peak,5
14843,1,63,1,Night,4
14844,1,9,2,Day-Off-Peak,4
14845,1,21,2,Day-Off-Peak,4
14846,1,60,3,Day-Peak,3
14847,2,92,13,Day-Off-Peak,4
14848,3,93,6,Day-Peak,4
14849,4,74,10,Day-Off-Peak,4
14850,2,42,13,Day-Peak,5
14851,3,43,8,Day-Peak,3
14852,2,45,13,Day-Off-Peak,4
14853,4,69,10,Night,4
14854,1,92,1,Night,4
14855,3,21,6,Night,4
14856,4,80,9,Day-Peak,4
14857,1,54,2,Day-Peak,5
14858,3,78,7,Day-Peak,4
14859,1,7,3,Night,3
14860,1,42,2,Day-Off-Peak,5
14861,2,22,12,Day-Peak,5
14862,4,90,8,Night,5
14863,1,54,1,Night,5
14864,4,76,9,Day-Peak,4
14865,3,72,8,Night,4
14866,1,27,1,Day-Off-Peak,4
14867,2,88,12,Day-Peak,4
14868,1,8,2,Day-Off-Peak,4
14869,1,3,2,Night,5
14870,4,85,9,Day-Peak,4
14871,1,32,2,Day-Off-Peak,5
14872,1,36,6,Day-Peak,4
14873,1,62,1,Day-Off-Peak,5
14874,1,61,1,Day-Peak,5
14875,1,25,2,Night,5
14876,2,80,17,Day-Peak,3
14877,4,84,9,Night,5
14878,2,22,14,Day-Peak,4
14879,4,94,9,Night,5
14880,1,35,1,Day-Peak,4
14881,1,12,2,Night,4
14882,2,36,14,Night,4
14883,3,60,8,Day-Peak,3
14884,1,40,1,Day-Peak,5
14885,1,23,2,Night,5
14886,1,27,2,Day-Peak,4
14887,3,92,9,Day-Peak,3
14888,1,7,2,Day-Off-Peak,4
14889,1,55,9,Day-Off-Peak,3
14890,2,77,13,Night,4
14891,3,74,9,Night,4
14892,1,62,2,Night,5
14893,1,1,3,Day-Off-Peak,3
14894,1,27,2,Night,4
14895,3,38,8,Day-Peak,3
14896,4,54,8,Night,5
14897,2,25,13,Night,5
14898,4,64,10,Day-Peak,3
14899,1,59,1,Day-Off-Peak,5
14900,1,37,2,Day-Peak,5
14901,4,69,9,Night,5
14902,3,64,8,Day-Peak,3
14903,1,4,3,Day-Off-Peak,3
14904,3,33,7,Day-Off-Peak,5
14905,4,54,10,Day-Off-Peak,4
14906,2,29,13,Day-Peak,5
14907,1,46,2,Night,4
14908,1,12,3,Day-Peak,3
14909,3,75,7,Day-Peak,4
14910,2,56,12,Night,4
14911,1,10,2,Day-Peak,5
14912,2,27,15,Night,3
14913,2,66,12,Day-Off-Peak,5
14914,3,39,6,Night,4
14915,2,50,13,Night,4
14916,1,11,2,Night,4
14917,1,28,3,Day-Peak,4
14918,1,36,6,Day-Off-Peak,4
14919,1,1,2,Day-Peak,4
14920,2,15,17,Day-Peak,3
14921,4,77,9,Day-Off-Peak,4
14922,2,62,12,Day-Off-Peak,5
14923,1,60,1,Day-Off-Peak,4
14924,1,29,4,Night,4
14925,3,54,6,Day-Peak,5
14926,2,39,13,Night,4
14927,1,61,3,Day-Peak,4
14928,1,22,5,Day-Off-Peak,4
14929,2,51,14,Night,4
14930,1,43,2,Day-Peak,4
14931,1,19,2,Day-Off-Peak,5
14932,3,55,6,Day-Peak,4
14933,2,20,16,Day-Peak,3
14934,2,77,13,Night,4
14935,1,18,2,Night,5
14936,1,29,1,Night,5
14937,3,79,6,Day-Peak,5
14938,1,35,2,Day-Peak,4
14939,3,89,7,Day-Peak,5
14940,3,49,9,Day-Off-Peak,4
14941,3,62,8,Day-Peak,4
14942,1,93,1,Night,4
14943,1,13,3,Day-Off-Peak,4
14944,3,28,7,Day-Off-Peak,5
14945,3,76,7,Night,4
14946,2,35,13,Day-Off-Peak,4
14947,1,93,3,Night,3
14948,3,63,7,Day-Off-Peak,4
14949,4,96,11,Night,3
14950,4,48,9,Night,4
14951,1,53,2,Night,4
14952,1,60,3,Night,3
14953,1,25,2,Day-Off-Peak,5
14954,4,93,9,Day-Off-Peak,4
14955,4,98,9,Day-Off-Peak,5
14956,3,61,7,Day-Off-Peak,5
14957,3,52,6,Night,4
14958,1,26,2,Day-Peak,5
14959,1,43,2,Day-Off-Peak,4
14960,1,27,2,Night,4
14961,2,47,12,Night,4
14962,3,56,7,Night,4
14963,1,22,2,Day-Off-Peak,5
14964,1,17,2,Day-Peak,4
14965,1,49,2,Day-Off-Peak,5
14966,3,96,6,Day-Off-Peak,4
